FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
13275,GA,Thomas County,4,5,4,5,12371.00,3426.00,1226.00,1224.00,67.8,18.8,6.7,6.7,11081.00,5890.00,2197.00,2411.00,51.4,27.3,10.2,11.2,8891.00,8018.00,4071.00,3239.00,36.7,33.1,16.8,13.4,7329.00,9301.00,6419.00,4648.00,26.5,33.6,23.2,16.8,4603.00,9585.00,8690.00,7514.00,15.1,31.5,28.6,24.7
13277,GA,Tift County,4,5,5,8,9002.00,2203.00,1114.00,1079.00,67.2,16.4,8.3,8.1,9531.00,4003.00,1937.00,2017.00,54.5,22.9,11.1,11.5,8060.00,5631.00,4223.00,2915.00,38.7,27,20.3,14,7512.00,7109.00,5149.00,3663.00,32.1,30.3,22,15.6,4662.00,8942.00,7515.00,4671.00,18.1,34.7,29.1,18.1
13279,GA,Toombs County,7,11,7,8,7201.00,1589.00,629.00,520.00,72.5,16,6.3,5.2,7042.00,3124.00,1248.00,1163.00,56,24.8,9.9,9.2,6028.00,4657.00,2354.00,1673.00,41,31.7,16,11.4,5297.00,5669.00,3191.00,2055.00,32.7,35,19.7,12.7,3492.00,6587.00,4633.00,2835.00,19.9,37.5,26.4,16.2
13281,GA,Towns County,9,12,9,12,1750.00,470.00,204.00,127.00,68.6,18.4,8,5,1920.00,894.00,334.00,346.00,55,25.6,9.6,9.9,2013.00,1528.00,722.00,550.00,41.8,31.7,15,11.4,1730.00,2316.00,1679.00,1210.00,24.9,33.4,24.2,17.4,855.00,2537.00,2541.00,2551.00,10.1,29.9,30,30.1
13283,GA,Treutlen County,7,9,7,9,2371.00,253.00,119.00,198.00,80.6,8.6,4,6.7,2302.00,703.00,217.00,214.00,67,20.5,6.3,6.2,1736.00,1244.00,461.00,233.00,47.3,33.9,12.5,6.3,1638.00,1702.00,589.00,363.00,38.2,39.7,13.7,8.5,1237.00,1923.00,965.00,583.00,26.3,40.8,20.5,12.4
13285,GA,Troup County,4,3,4,3,17093.00,4335.00,1441.00,1497.00,70.2,17.8,5.9,6.1,16985.00,6673.00,2347.00,3181.00,58.2,22.9,8,10.9,13452.00,11108.00,5093.00,4679.00,39.2,32.4,14.8,13.6,9947.00,12395.00,7859.00,6614.00,27,33.7,21.3,18,7589.00,16060.00,13380.00,8691.00,16.6,35.1,29.3,19
13287,GA,Turner County,6,6,6,6,3580.00,519.00,341.00,166.00,77.7,11.3,7.4,3.6,3117.00,1219.00,438.00,406.00,60.2,23.5,8.5,7.8,2311.00,1815.00,674.00,370.00,44.7,35.1,13,7.2,1846.00,2207.00,1056.00,598.00,32.3,38.7,18.5,10.5,1046.00,2116.00,1751.00,650.00,18.8,38,31.5,11.7
13289,GA,Twiggs County,3,2,3,2,3175.00,436.00,169.00,87.00,82.1,11.3,4.4,2.2,3276.00,1147.00,258.00,251.00,66.4,23.3,5.2,5.1,3009.00,1886.00,661.00,279.00,51.6,32.3,11.3,4.8,2469.00,2730.00,1139.00,364.00,36.8,40.7,17,5.4,1594.00,2377.00,1478.00,726.00,25.8,38.5,23.9,11.8
13291,GA,Union County,9,12,9,12,3081.00,434.00,207.00,168.00,79.2,11.2,5.3,4.3,3546.00,1206.00,565.00,462.00,61.4,20.9,9.8,8,3414.00,2721.00,1304.00,836.00,41.3,32.9,15.8,10.1,3285.00,4471.00,3377.00,1597.00,25.8,35.1,26.5,12.5,1988.00,6173.00,5899.00,4087.00,11,34,32.5,22.5
13293,GA,Upson County,6,3,6,3,9210.00,2740.00,769.00,615.00,69.1,20.5,5.8,4.6,9264.00,4063.00,1380.00,1119.00,58.5,25.7,8.7,7.1,7784.00,5471.00,2333.00,1551.00,45.4,31.9,13.6,9,6108.00,6817.00,3301.00,2099.00,33.3,37.2,18,11.5,3177.00,6884.00,5474.00,2394.00,17.7,38.4,30.5,13.4
13295,GA,Walker County,2,2,2,2,18472.00,6359.00,1560.00,1343.00,66.6,22.9,5.6,4.8,18505.00,10002.00,2909.00,2011.00,55.4,29.9,8.7,6,15783.00,12615.00,6267.00,3181.00,41.7,33.3,16.6,8.4,13540.00,14299.00,8846.00,4152.00,33.2,35,21.7,10.2,8749.00,17105.00,14622.00,8070.00,18,35.2,30.1,16.6
13297,GA,Walton County,1,1,1,1,9166.00,2058.00,493.00,551.00,74.7,16.8,4,4.5,10836.00,4124.00,1238.00,1284.00,62,23.6,7.1,7.3,10012.00,7509.00,4028.00,2227.00,42.1,31.6,16.9,9.4,10214.00,13725.00,9564.00,5024.00,26.5,35.6,24.8,13,7982.00,21932.00,17745.00,13234.00,13.1,36,29.1,21.7
13299,GA,Ware County,4,8,5,8,12190.00,3344.00,1319.00,1255.00,67.3,18.5,7.3,6.9,11285.00,5708.00,2242.00,2137.00,52.8,26.7,10.5,10,8799.00,7693.00,3773.00,2346.00,38.9,34,16.7,10.4,6939.00,9060.00,4722.00,2659.00,29.7,38.8,20.2,11.4,4555.00,9600.00,6613.00,3710.00,18.6,39.2,27,15.2
13301,GA,Warren County,8,7,8,7,2656.00,404.00,181.00,114.00,79.2,12,5.4,3.4,2588.00,743.00,147.00,284.00,68.8,19.8,3.9,7.5,2170.00,1149.00,314.00,159.00,57.2,30.3,8.3,4.2,1743.00,1409.00,586.00,323.00,42.9,34.7,14.4,8,1045.00,1550.00,823.00,481.00,26.8,39.8,21.1,12.3
13303,GA,Washington County,7,9,7,9,7048.00,1074.00,438.00,430.00,78.4,11.9,4.9,4.8,6482.00,2466.00,577.00,911.00,62.1,23.6,5.5,8.7,4906.00,4281.00,1382.00,1152.00,41.9,36.5,11.8,9.8,4322.00,5289.00,2581.00,1434.00,31.7,38.8,18.9,10.5,2672.00,6374.00,3464.00,1762.00,18.7,44.7,24.3,12.3
13305,GA,Wayne County,6,5,6,5,5836.00,2146.00,570.00,503.00,64.5,23.7,6.3,5.6,6028.00,3612.00,1259.00,840.00,51.4,30.8,10.7,7.2,5149.00,4931.00,2460.00,1330.00,37.1,35.6,17.7,9.6,5235.00,6500.00,3765.00,2031.00,29.9,37.1,21.5,11.6,3328.00,8405.00,5698.00,2595.00,16.6,42,28.5,13
13307,GA,Webster County,8,7,8,6,986.00,82.00,56.00,38.00,84.9,7.1,4.8,3.3,829.00,292.00,97.00,88.00,63.5,22.4,7.4,6.7,703.00,475.00,160.00,78.00,49.6,33.5,11.3,5.5,615.00,539.00,290.00,144.00,38.7,33.9,18.3,9.1,389.00,763.00,449.00,275.00,20.7,40.7,23.9,14.7
13309,GA,Wheeler County,9,10,9,9,2026.00,172.00,121.00,117.00,83.2,7.1,5,4.8,1872.00,628.00,240.00,223.00,63.2,21.2,8.1,7.5,1315.00,1020.00,444.00,261.00,43.3,33.6,14.6,8.6,1332.00,1733.00,783.00,296.00,32.1,41.8,18.9,7.1,1039.00,2739.00,911.00,735.00,19.2,50.5,16.8,13.6
13311,GA,White County,8,7,6,6,3028.00,754.00,225.00,174.00,72.4,18,5.4,4.2,3154.00,1668.00,673.00,581.00,51.9,27.5,11.1,9.6,3214.00,2624.00,1656.00,1177.00,37.1,30.3,19.1,13.6,3237.00,4734.00,3421.00,2081.00,24,35.1,25.4,15.4,3103.00,6482.00,6612.00,4769.00,14.8,30.9,31.5,22.7
13313,GA,Whitfield County,3,2,3,2,19979.00,5499.00,1407.00,1551.00,70.3,19.3,4.9,5.5,20529.00,9033.00,3982.00,3609.00,55.3,24.3,10.7,9.7,18252.00,12828.00,8877.00,5454.00,40.2,28.2,19.5,12,19456.00,15259.00,11107.00,6748.00,37,29,21.1,12.8,20504.00,19772.00,16324.00,10556.00,30.5,29.4,24.3,15.7
13315,GA,Wilcox County,9,10,8,6,2706.00,744.00,209.00,118.00,71.6,19.7,5.5,3.1,2899.00,1037.00,345.00,277.00,63.6,22.8,7.6,6.1,2081.00,1471.00,522.00,333.00,47.2,33.4,11.8,7.6,1834.00,2516.00,1010.00,401.00,31.8,43.7,17.5,7,1138.00,2900.00,1553.00,775.00,17.9,45.6,24.4,12.2
13317,GA,Wilkes County,6,6,6,6,3955.00,995.00,420.00,385.00,68.7,17.3,7.3,6.7,3935.00,1328.00,663.00,665.00,59.7,20.1,10.1,10.1,2996.00,2313.00,876.00,717.00,43.4,33.5,12.7,10.4,2545.00,2609.00,1240.00,871.00,35,35.9,17.1,12,1130.00,3048.00,1796.00,954.00,16.3,44,25.9,13.8
13319,GA,Wilkinson County,8,7,8,7,3725.00,584.00,298.00,166.00,78,12.2,6.2,3.5,3323.00,1400.00,457.00,407.00,59.5,25.1,8.2,7.3,2335.00,2411.00,854.00,541.00,38,39.3,13.9,8.8,1925.00,2697.00,1264.00,623.00,29.6,41.4,19.4,9.6,973.00,3142.00,1454.00,678.00,15.6,50.3,23.3,10.9
13321,GA,Worth County,3,2,3,2,5426.00,1419.00,338.00,253.00,73,19.1,4.5,3.4,5639.00,2599.00,947.00,777.00,56.6,26.1,9.5,7.8,4959.00,4470.00,1662.00,746.00,41.9,37.8,14,6.3,4430.00,5330.00,3019.00,1200.00,31.7,38.1,21.6,8.6,2434.00,6072.00,4155.00,1562.00,17.1,42.7,29.2,11
15000,HI,Hawaii,,,,,146701.00,138307.00,46088.00,53747.00,38.1,35.9,12,14,143338.00,192042.00,100813.00,111415.00,26.2,35.1,18.4,20.3,141506.00,203893.00,201997.00,162424.00,19.9,28.7,28.5,22.9,123811.00,228832.00,239793.00,210041.00,15.4,28.5,29.9,26.2,79721.00,271648.00,314170.00,327466.00,8,27.4,31.6,33
15001,HI,Hawaii County,5,8,5,8,18359.00,10903.00,2638.00,2601.00,53.2,31.6,7.6,7.5,16724.00,19078.00,9760.00,8142.00,31.1,35.5,18.2,15.2,17200.00,23655.00,21997.00,14247.00,22.3,30.7,28.5,18.5,15088.00,30653.00,30372.00,21595.00,15.4,31.4,31.1,22.1,10886.00,42737.00,46398.00,41656.00,7.7,30.2,32.7,29.4
15003,HI,Honolulu County,2,2,2,2,104906.00,115777.00,39890.00,47956.00,34,37.5,12.9,15.5,104633.00,152346.00,78386.00,93201.00,24.4,35.5,18.3,21.7,100353.00,151930.00,150735.00,131169.00,18.8,28.4,28.2,24.6,87888.00,161348.00,169116.00,161646.00,15.2,27.8,29.2,27.9,55514.00,176669.00,211147.00,238767.00,8.1,25.9,31,35
15005,HI,Kalawao County,9,8,3,2,,,,,,,,,102.00,29.00,6.00,5.00,71.8,20.4,4.2,3.5,63.00,33.00,28.00,6.00,48.5,25.4,21.5,4.6,89.00,29.00,14.00,15.00,60.5,19.7,9.5,10.2,6.00,17.00,24.00,15.00,9.7,27.4,38.7,24.2
15007,HI,Kauai County,5,8,5,8,9343.00,4500.00,1463.00,1190.00,56.6,27.3,8.9,7.2,8295.00,6549.00,4663.00,3630.00,35.9,28.3,20.2,15.7,8884.00,8890.00,9901.00,5370.00,26.9,26.9,30,16.3,6504.00,11546.00,13271.00,7551.00,16.7,29.7,34.1,19.4,3842.00,15313.00,16988.00,14909.00,7.5,30,33.3,29.2
15009,HI,Maui County,5,8,3,2,14093.00,7127.00,2097.00,2000.00,55.7,28.2,8.3,7.9,13584.00,14040.00,7998.00,6437.00,32.3,33.4,19,15.3,15006.00,19385.00,19336.00,11632.00,23,29.7,29.6,17.8,14242.00,25256.00,27020.00,19234.00,16.6,29.5,31.5,22.4,9473.00,36912.00,39613.00,32119.00,8,31.3,33.5,27.2
16000,ID,Idaho,,,,,149531.00,127462.00,55171.00,36748.00,40.5,34.6,15,10,135181.00,187912.00,109859.00,81413.00,26.3,36.5,21.4,15.8,121787.00,182892.00,190478.00,106135.00,20.3,30.4,31.7,17.7,120361.00,224322.00,272207.00,170615.00,15.3,28.5,34.6,21.7,102929.00,305181.00,399909.00,307537.00,9.2,27.4,35.8,27.6
16001,ID,Ada County,2,2,2,2,18137.00,21833.00,11460.00,8122.00,30.5,36.7,19.2,13.6,17805.00,33351.00,24528.00,21475.00,18.3,34.3,25.2,22.1,16301.00,33194.00,46313.00,31780.00,12.8,26,36.3,24.9,17377.00,43535.00,68930.00,58820.00,9.2,23.1,36.5,31.2,14898.00,68859.00,105494.00,118604.00,4.8,22.4,34.3,38.5
16003,ID,Adams County,8,7,9,12,793.00,530.00,160.00,106.00,49.9,33.4,10.1,6.7,613.00,746.00,379.00,233.00,31.1,37.8,19.2,11.8,530.00,851.00,531.00,231.00,24.7,39.7,24.8,10.8,473.00,923.00,705.00,367.00,19.2,37.4,28.6,14.9,313.00,1119.00,1098.00,679.00,9.8,34.9,34.2,21.2
16005,ID,Bannock County,3,2,3,2,8975.00,8363.00,4555.00,2835.00,36.3,33.8,18.4,11.5,7012.00,11935.00,8509.00,6198.00,20.8,35.5,25.3,18.4,6409.00,10717.00,12846.00,7419.00,17.1,28.7,34.4,19.8,5391.00,11217.00,15878.00,10799.00,12.5,25.9,36.7,24.9,4095.00,14352.00,20715.00,15104.00,7.5,26.4,38.2,27.8
16007,ID,Bear Lake County,7,11,9,11,1299.00,1254.00,373.00,248.00,40.9,39.5,11.8,7.8,944.00,1513.00,755.00,405.00,26.1,41.8,20.9,11.2,696.00,1396.00,967.00,395.00,20.2,40.4,28,11.4,558.00,1616.00,1214.00,449.00,14.5,42.1,31.6,11.7,258.00,1527.00,1441.00,750.00,6.5,38.4,36.2,18.9
16009,ID,Benewah County,6,6,6,7,1864.00,1027.00,335.00,257.00,53.5,29.5,9.6,7.4,1650.00,1894.00,736.00,473.00,34.7,39.8,15.5,10,1287.00,1910.00,1347.00,438.00,25.8,38.3,27,8.8,1220.00,2491.00,1648.00,692.00,20.2,41.2,27.2,11.4,807.00,2491.00,2198.00,987.00,12.4,38.4,33.9,15.2
16011,ID,Bingham County,6,5,4,5,5750.00,4774.00,2243.00,1125.00,41.4,34.4,16.1,8.1,5021.00,6748.00,4034.00,2145.00,28,37.6,22.5,12,4693.00,6927.00,5961.00,2661.00,23.2,34.2,29.4,13.1,4498.00,7204.00,8124.00,3329.00,19.4,31.1,35.1,14.4,2988.00,8627.00,10080.00,5848.00,10.8,31.3,36.6,21.2
16013,ID,Blaine County,7,11,7,8,1161.00,1168.00,555.00,347.00,35.9,36.1,17.2,10.7,715.00,1768.00,1693.00,1821.00,11.9,29.5,28.2,30.4,742.00,1906.00,3361.00,2953.00,8.3,21.3,37.5,33,1274.00,2072.00,4061.00,5614.00,9.8,15.9,31.2,43.1,1796.00,4052.00,4402.00,5609.00,11.3,25.6,27.8,35.4
16015,ID,Boise County,2,2,2,2,433.00,365.00,114.00,61.00,44.5,37.5,11.7,6.3,498.00,710.00,321.00,229.00,28.3,40.4,18.3,13,460.00,838.00,666.00,331.00,20,36.5,29,14.4,621.00,1478.00,1542.00,906.00,13.7,32.5,33.9,19.9,327.00,1756.00,2104.00,1560.00,5.7,30.6,36.6,27.1
16017,ID,Bonner County,6,6,6,5,4480.00,3005.00,955.00,552.00,49.8,33.4,10.6,6.1,4101.00,6011.00,2768.00,1765.00,28,41,18.9,12.1,3858.00,6324.00,4825.00,2682.00,21.8,35.8,27.3,15.2,3609.00,8394.00,8813.00,4227.00,14.4,33.5,35.2,16.9,2955.00,9615.00,12004.00,7687.00,9.2,29.8,37.2,23.8
16019,ID,Bonneville County,3,2,3,2,7572.00,8833.00,4327.00,3682.00,31,36.2,17.7,15.1,6515.00,11891.00,8069.00,7090.00,19.4,35.4,24,21.1,6457.00,11701.00,12844.00,9390.00,16,29,31.8,23.2,5919.00,12831.00,17078.00,12674.00,12.2,26.5,35.2,26.1,5575.00,17620.00,24392.00,21686.00,8,25.4,35.2,31.3
16021,ID,Boundary County,7,11,7,9,1886.00,1010.00,376.00,255.00,53.5,28.6,10.7,7.2,1346.00,1673.00,676.00,477.00,32.3,40.1,16.2,11.4,1266.00,1916.00,1142.00,662.00,25.4,38.4,22.9,13.3,1262.00,2265.00,1858.00,929.00,20,35.9,29.4,14.7,670.00,3480.00,2390.00,1616.00,8.2,42.7,29.3,19.8
16023,ID,Butte County,8,7,3,2,586.00,535.00,255.00,107.00,39.5,36.1,17.2,7.2,530.00,654.00,378.00,265.00,29,35.8,20.7,14.5,344.00,626.00,544.00,237.00,19.6,35.8,31.1,13.5,326.00,618.00,686.00,243.00,17.4,33,36.6,13,138.00,689.00,776.00,309.00,7.2,36,40.6,16.2
16025,ID,Camas County,9,12,9,8,101.00,143.00,115.00,38.00,25.4,36,29,9.6,77.00,185.00,128.00,84.00,16.2,39,27,17.7,86.00,162.00,154.00,71.00,18.2,34.2,32.6,15,78.00,212.00,235.00,150.00,11.6,31.4,34.8,22.2,49.00,316.00,248.00,119.00,6.7,43.2,33.9,16.3
16027,ID,Canyon County,2,2,2,2,15284.00,10513.00,4078.00,2895.00,46.6,32.1,12.4,8.8,16066.00,17080.00,7518.00,5559.00,34.8,37,16.3,12,15469.00,17298.00,14158.00,6383.00,29,32.4,26.6,12,18371.00,23239.00,23594.00,11415.00,24,30.3,30.8,14.9,19948.00,42930.00,46038.00,24974.00,14.9,32.1,34.4,18.7
16029,ID,Caribou County,6,6,6,6,1070.00,1342.00,451.00,343.00,33.4,41.9,14.1,10.7,1017.00,1745.00,893.00,615.00,23.8,40.9,20.9,14.4,616.00,1440.00,1406.00,462.00,15.7,36.7,35.8,11.8,589.00,1500.00,1602.00,700.00,13.4,34.2,36.5,15.9,387.00,1425.00,1755.00,837.00,8.8,32.4,39.9,19
16031,ID,Cassia County,7,8,7,8,3758.00,2854.00,1294.00,547.00,44.5,33.8,15.3,6.5,2902.00,3486.00,2331.00,1122.00,29.5,35.4,23.7,11.4,2943.00,3206.00,3113.00,1503.00,27.3,29.8,28.9,14,2814.00,3638.00,4058.00,1696.00,23.1,29.8,33.2,13.9,2293.00,4166.00,4934.00,2600.00,16.4,29.8,35.3,18.6
16033,ID,Clark County,8,7,9,12,163.00,87.00,59.00,26.00,48.7,26,17.6,7.8,107.00,137.00,122.00,72.00,24.4,31.3,27.9,16.4,120.00,151.00,137.00,67.00,25.3,31.8,28.8,14.1,209.00,142.00,156.00,73.00,36,24.5,26.9,12.6,221.00,154.00,108.00,67.00,40.2,28,19.6,12.2
16035,ID,Clearwater County,6,6,6,6,3057.00,1941.00,534.00,334.00,52.1,33.1,9.1,5.7,1898.00,2647.00,784.00,632.00,31.8,44.4,13.2,10.6,1556.00,2184.00,1436.00,669.00,26.6,37.4,24.6,11.4,1262.00,2370.00,1872.00,848.00,19.9,37.3,29.5,13.4,649.00,2402.00,2512.00,1211.00,9.6,35.5,37.1,17.9
16037,ID,Custer County,9,12,8,7,812.00,554.00,202.00,146.00,47.4,32.3,11.8,8.5,508.00,825.00,451.00,275.00,24.7,40.1,21.9,13.4,485.00,944.00,808.00,415.00,18.3,35.6,30.5,15.6,468.00,1129.00,891.00,524.00,15.5,37.5,29.6,17.4,339.00,913.00,1164.00,779.00,10.6,28.6,36.4,24.4
16039,ID,Elmore County,4,5,6,5,2392.00,3173.00,1027.00,850.00,32.1,42.6,13.8,11.4,2412.00,4410.00,1949.00,1374.00,23.8,43.5,19.2,13.5,2026.00,3656.00,4387.00,1894.00,16.9,30.6,36.7,15.8,2183.00,4251.00,7647.00,2953.00,12.8,25,44.9,17.3,1689.00,4486.00,7449.00,3140.00,10.1,26.8,44.4,18.7
16041,ID,Franklin County,3,2,3,2,1503.00,1489.00,576.00,304.00,38.8,38.5,14.9,7.9,1003.00,1921.00,1000.00,505.00,22.6,43.4,22.6,11.4,870.00,1774.00,1537.00,698.00,17.8,36.4,31.5,14.3,714.00,2429.00,2103.00,823.00,11.8,40,34.7,13.6,769.00,3003.00,2766.00,1409.00,9.7,37.8,34.8,17.7
16043,ID,Fremont County,6,5,6,5,1771.00,1460.00,725.00,332.00,41.3,34,16.9,7.7,1541.00,2025.00,1193.00,649.00,28.5,37.4,22.1,12,1440.00,2043.00,1770.00,654.00,24.4,34.6,30,11.1,1331.00,2352.00,2293.00,814.00,19.6,34.6,33.8,12,1130.00,2538.00,2919.00,1825.00,13.4,30.2,34.7,21.7
16045,ID,Gem County,2,2,2,2,2787.00,1727.00,453.00,235.00,53.6,33.2,8.7,4.5,2599.00,2817.00,1054.00,568.00,36.9,40,15,8.1,2300.00,2739.00,1994.00,665.00,29.9,35.6,25.9,8.6,1993.00,3381.00,3190.00,1099.00,20.6,35,33,11.4,1458.00,4420.00,3992.00,2092.00,12.2,37,33.4,17.5
16047,ID,Gooding County,7,9,7,9,2321.00,1695.00,605.00,369.00,46.5,34,12.1,7.4,2398.00,2532.00,1211.00,905.00,34,35.9,17.2,12.8,2028.00,2380.00,1988.00,979.00,27.5,32.3,27,13.3,2402.00,3037.00,2269.00,1053.00,27.4,34.7,25.9,12,2040.00,3413.00,2616.00,1672.00,20.9,35,26.9,17.2
16049,ID,Idaho County,6,6,6,6,3199.00,2304.00,810.00,570.00,46.5,33.5,11.8,8.3,2714.00,3395.00,1454.00,1073.00,31.4,39.3,16.8,12.4,2280.00,3363.00,2342.00,1157.00,24.9,36.8,25.6,12.7,1819.00,4072.00,3211.00,1536.00,17.1,38.3,30.2,14.4,1147.00,4369.00,4191.00,2393.00,9.5,36.1,34.6,19.8
16051,ID,Jefferson County,3,2,3,2,2578.00,2002.00,734.00,307.00,45.9,35.6,13.1,5.5,2177.00,2838.00,1629.00,761.00,29.4,38.3,22,10.3,1919.00,2829.00,2814.00,1007.00,22.4,33,32.8,11.8,1614.00,3034.00,4112.00,1575.00,15.6,29.4,39.8,15.2,1619.00,4191.00,6574.00,4060.00,9.8,25.5,40,24.7
16053,ID,Jerome County,7,8,7,8,2864.00,1808.00,687.00,321.00,50.4,31.8,12.1,5.7,2798.00,2838.00,1710.00,892.00,34,34.5,20.8,10.8,2547.00,2834.00,2822.00,1015.00,27.6,30.7,30.6,11,2729.00,2935.00,3747.00,1535.00,24.9,26.8,34.2,14,3284.00,4415.00,4390.00,2322.00,22.8,30.6,30.5,16.1
16055,ID,Kootenai County,3,2,3,2,8535.00,6759.00,2846.00,1546.00,43.4,34.3,14.5,7.9,8547.00,13667.00,7956.00,4846.00,24.4,39,22.7,13.8,8530.00,13421.00,15929.00,7203.00,18.9,29.8,35.3,16,8877.00,21147.00,26517.00,13331.00,12.7,30.3,38,19.1,7465.00,29662.00,44412.00,27458.00,6.8,27.2,40.7,25.2
16057,ID,Latah County,4,5,4,5,3783.00,3640.00,1848.00,2171.00,33.1,31.8,16.2,19,2716.00,4307.00,3284.00,4336.00,18.5,29.4,22.4,29.6,2220.00,3787.00,4663.00,5946.00,13.4,22.8,28.1,35.8,1758.00,4400.00,5349.00,7986.00,9,22.6,27.4,41,928.00,4404.00,6851.00,10134.00,4.2,19.7,30.7,45.4
16059,ID,Lemhi County,7,11,7,11,1465.00,950.00,473.00,307.00,45.9,29.7,14.8,9.6,1313.00,1700.00,847.00,566.00,29.7,38.4,19.1,12.8,1203.00,1589.00,1277.00,544.00,26.1,34.4,27.7,11.8,938.00,1684.00,1791.00,960.00,17.5,31.3,33.3,17.9,469.00,1793.00,2306.00,1357.00,7.9,30.3,38.9,22.9
16061,ID,Lewis County,8,7,8,7,950.00,736.00,320.00,169.00,43.7,33.8,14.7,7.8,808.00,887.00,475.00,291.00,32.8,36,19.3,11.8,493.00,905.00,621.00,306.00,21.2,38.9,26.7,13.2,410.00,902.00,899.00,385.00,15.8,34.7,34.6,14.8,313.00,805.00,1112.00,486.00,11.5,29.6,40.9,17.9
16063,ID,Lincoln County,9,10,9,8,836.00,555.00,242.00,67.00,49.2,32.6,14.2,3.9,550.00,828.00,368.00,234.00,27.8,41.8,18.6,11.8,413.00,737.00,648.00,242.00,20.2,36.1,31.8,11.9,556.00,807.00,775.00,320.00,22.6,32.8,31.5,13,787.00,1118.00,1111.00,345.00,23.4,33.3,33.1,10.3
16065,ID,Madison County,6,5,4,5,1517.00,1527.00,1043.00,650.00,32,32.2,22,13.7,1208.00,1984.00,2065.00,1212.00,18.7,30.7,31.9,18.7,985.00,1990.00,3436.00,1525.00,12.4,25.1,43.3,19.2,1075.00,2078.00,3890.00,2277.00,11.5,22.3,41.7,24.4,668.00,2485.00,7244.00,5948.00,4.1,15.2,44.3,36.4
16067,ID,Minidoka County,7,8,7,8,3458.00,2721.00,1075.00,508.00,44.6,35.1,13.8,6.5,3643.00,3575.00,1890.00,1068.00,35.8,35.1,18.6,10.5,3512.00,3756.00,2891.00,999.00,31.5,33.7,25.9,9,3143.00,3910.00,3686.00,1201.00,26.3,32.7,30.9,10.1,2691.00,4154.00,4275.00,1821.00,20.8,32.1,33,14.1
16069,ID,Nez Perce County,3,2,3,2,6401.00,5912.00,2360.00,1711.00,39.1,36.1,14.4,10.4,5485.00,8037.00,3705.00,2596.00,27.7,40.5,18.7,13.1,4463.00,6964.00,7330.00,3475.00,20.1,31.3,33,15.6,3598.00,7876.00,8604.00,4681.00,14.5,31.8,34.8,18.9,2228.00,9001.00,10366.00,6419.00,8,32.1,37,22.9
16071,ID,Oneida County,8,7,8,7,633.00,490.00,365.00,198.00,37.5,29.1,21.6,11.7,521.00,598.00,495.00,233.00,28.2,32.4,26.8,12.6,427.00,614.00,708.00,260.00,21.3,30.6,35.2,12.9,338.00,792.00,989.00,374.00,13.6,31.8,39.7,15,268.00,955.00,1045.00,468.00,9.8,34.9,38.2,17.1
16073,ID,Owyhee County,2,2,2,2,1763.00,1004.00,271.00,264.00,53.4,30.4,8.2,8,2067.00,1503.00,512.00,327.00,46.9,34.1,11.6,7.4,1847.00,1576.00,1012.00,423.00,38,32.4,20.8,8.7,2066.00,2203.00,1451.00,652.00,32.4,34.6,22.8,10.2,1799.00,2515.00,2322.00,905.00,23.9,33.4,30.8,12
16075,ID,Payette County,6,5,6,5,3436.00,2423.00,792.00,522.00,47.9,33.8,11,7.3,3584.00,3376.00,1418.00,835.00,38.9,36.6,15.4,9.1,3328.00,3459.00,2422.00,1001.00,32.6,33.9,23.7,9.8,3256.00,4080.00,4071.00,1354.00,25.5,32,31.9,10.6,2189.00,5300.00,5386.00,2391.00,14.3,34.7,35.3,15.7
16077,ID,Power County,3,2,6,6,1037.00,868.00,321.00,233.00,42.2,35.3,13.1,9.5,1082.00,1311.00,869.00,409.00,29.5,35.7,23.7,11.1,1122.00,1246.00,1202.00,446.00,27.9,31,29.9,11.1,1097.00,1427.00,1197.00,623.00,25.3,32.8,27.6,14.3,1031.00,1621.00,1560.00,751.00,20.8,32.7,31.4,15.1
